lon,lat,age (Ma),Cu (Mt),source,label
140.04315,-32.80685,502.0,,Magnin_2025,positive
-67.75,-29.0,5.0,1.11,Magnin_2025,positive
-127.68672,53.75111,48.0,0.0719214599999999,Magnin_2025,positive
47.4333,38.4083,22.14,,Magnin_2025,positive
-142.7603,62.2189,109.5,,Magnin_2025,positive
138.57053,48.56387,69.0,,Magnin_2025,positive
110.5,45.95,290.0,,Magnin_2025,positive
-121.63639,47.6775,9.9,0.8704000000000001,Magnin_2025,positive
62.2005,29.1548,19.5,,Magnin_2025,positive
-142.869,63.672,102.8,,Magnin_2025,positive
148.0,-32.92,438.3,2.0916416,Magnin_2025,positive
60.948,53.152,340.0,,Magnin_2025,positive
55.85,29.9333,13.71,1.3702,Magnin_2025,positive
-137.33582,62.3342,83.25,,Magnin_2025,positive
116.466,6.1,8.0,,Magnin_2025,positive
-124.65112,50.04191,36.0,0.3432,Magnin_2025,positive
23.20833,48.02,14.18,,Magnin_2025,positive
135.8599,47.8242,78.25,,Magnin_2025,positive
51.867,33.567,12.81,,Magnin_2025,positive
9.51583,39.81694,285.0,,Magnin_2025,positive
141.13333,-5.2,1.2,3.8614,Magnin_2025,positive
65.5,35.19,14.0,,Magnin_2025,positive
110.5333,47.65,290.0,,Magnin_2025,positive
135.55111,55.15306,78.25,,Magnin_2025,positive
170.48248,65.6847,85.0,,Magnin_2025,positive
42.0134,40.5331,19.62,,Magnin_2025,positive
99.2833,46.45,290.0,,Magnin_2025,positive
104.2306,48.8306,290.0,,Magnin_2025,positive
97.1333,48.8833,290.0,,Magnin_2025,positive
118.458,-8.762,0.4,,Magnin_2025,positive
-68.96667,-22.46667,37.0,1.8073,Magnin_2025,positive
-110.72215,32.47753,57.5,,Magnin_2025,positive
-142.8449,62.204,115.0,1.016064,Magnin_2025,positive
21.717,45.073,65.0,,Magnin_2025,positive
105.1167,50.05,290.0,,Magnin_2025,positive
-120.51392,49.31861,201.6,0.0115805,Magnin_2025,positive
160.067,63.751,85.0,,Magnin_2025,positive
24.128,42.539,86.0,0.1152,Magnin_2025,positive
102.9215,48.7905,290.0,,Magnin_2025,positive
-69.08333,-32.5,19.0,,Magnin_2025,positive
-69.08333,-32.5,19.0,,Magnin_2025,positive
-120.53612,49.34561,201.6,,Magnin_2025,positive
150.31667,59.71667,94.5,,Magnin_2025,positive
25.782,46.571,5.0,,Magnin_2025,positive
104.9333,49.7,290.0,,Magnin_2025,positive
-127.05692,53.67361,83.0,0.0727599999999999,Magnin_2025,positive
106.8535,43.0136,372.0,36.75,Magnin_2025,positive
104.1333,46.7472,285.0,,Magnin_2025,positive
104.6,45.7,275.4,,Magnin_2025,positive
95.975,49.2667,290.0,,Magnin_2025,positive
106.1833,49.6333,290.0,,Magnin_2025,positive
102.95,48.1667,290.0,,Magnin_2025,positive
-153.9485,62.2948,58.0,,Magnin_2025,positive
125.507,9.576,12.81,,Magnin_2025,positive
25.88444,41.01138,32.05,,Magnin_2025,positive
-117.03333,40.61667,39.0,,Magnin_2025,positive
-137.20392,62.61,76.5,,Magnin_2025,positive
26.5205,39.8834,20.6,,Magnin_2025,positive
120.798,16.821,1.66,0.4,Magnin_2025,positive
-127.01642,53.85941,48.0,,Magnin_2025,positive
123.174,11.516,24.94,,Magnin_2025,positive
-78.5,-3.6,153.3,3.282,Magnin_2025,positive
-65.87,-24.2,15.4,,Magnin_2025,positive
155.493,-6.318,3.4,5.513999999999999,Magnin_2025,positive
121.333,16.167,21.9,,Magnin_2025,positive
121.33901,16.33105,21.9,,Magnin_2025,positive
-69.09167,-32.45,16.9,2.07015,Magnin_2025,positive
-79.20694,-5.715,7.99,,Magnin_2025,positive
-111.37972,40.625,33.69,,Magnin_2025,positive
-77.99583,-8.78861,14.7,0.6372,Magnin_2025,positive
-154.47,60.38,59.5,,Magnin_2025,positive
-121.29502,51.96061,219.15,,Magnin_2025,positive
-121.33722,51.98081,219.15,,Magnin_2025,positive
-155.29556,59.89833,89.5,37.16559,Magnin_2025,positive
-76.5,6.7,42.7,5.152,Magnin_2025,positive
-78.36,-6.92,15.8,1.3299,Magnin_2025,positive
164.44,66.56,144.1,10.8550695,Magnin_2025,positive
-80.66667,8.83333,28.5,6.09,Magnin_2025,positive
-142.99,63.61,102.8,,Magnin_2025,positive
62.1601,29.0952,12.45,,Magnin_2025,positive
-120.29862,50.55441,204.0,,Magnin_2025,positive
126.145,8.175,12.81,,Magnin_2025,positive
101.87769,17.45,245.0,0.65,Magnin_2025,positive
102.907,18.918,304.9,0.9016,Magnin_2025,positive
102.08333,18.11667,244.0,1.0208,Magnin_2025,positive
101.5,17.33333,234.0,0.13,Magnin_2025,positive
-110.72346,29.18331,57.5,,Magnin_2025,positive
-66.68667,18.19722,42.0,,Magnin_2025,positive
-100.6725,18.14323,57.5,,Magnin_2025,positive
-109.01233,27.16281,60.0,1.282372,Magnin_2025,positive
-76.88333,2.1,17.4,,Magnin_2025,positive
-127.01557,57.36641,197.0,,Magnin_2025,positive
-69.18467,-23.20242,45.5,,Magnin_2025,positive
-66.87186,18.3235,44.95,,Magnin_2025,positive
19.61667,50.46667,343.0,,Magnin_2025,positive
29.3119,39.0169,18.3,,Magnin_2025,positive
-126.73332,57.23331,201.2,0.105,Magnin_2025,positive
-120.59812,49.69751,200.0,,Magnin_2025,positive
-70.55,-38.0,61.0,,Magnin_2025,positive
-120.51312,49.64531,200.0,,Magnin_2025,positive
59.9833,27.8833,0.006,,Magnin_2025,positive
120.36667,15.00833,2.145,0.0819999999999999,Magnin_2025,positive
46.2251,39.1276,19.62,,Magnin_2025,positive
125.595,9.664,12.81,,Magnin_2025,positive
23.41667,42.48333,76.0,,Magnin_2025,positive
-66.85526,18.25261,44.95,,Magnin_2025,positive
150.38333,-5.96667,23.0,,Magnin_2025,positive
159.83333,-9.43333,24.4,,Magnin_2025,positive
149.466,-10.236,14.18,,Magnin_2025,positive
-122.61422,51.13331,57.5,1.9392,Magnin_2025,positive
-69.23333,-23.3,42.37,5.3257650000000005,Magnin_2025,positive
-126.99002,54.01671,73.5,1.3575959999999998,Magnin_2025,positive
24.15435,42.37143,83.5,0.15,Magnin_2025,positive
-111.42956,33.03769,62.0,1.422255,Magnin_2025,positive
-69.42389,-26.4875,36.65,1.8700000000000003,Magnin_2025,positive
134.6,47.26667,78.25,,Magnin_2025,positive
-120.00221,49.17171,168.0,,Magnin_2025,positive
-70.80763,-28.71587,130.1,1.13568,Magnin_2025,positive
26.26288,42.37835,57.8,0.6474,Magnin_2025,positive
136.2934,50.25162,78.25,,Magnin_2025,positive
153.506,59.351,94.0,,Magnin_2025,positive
99.9864,28.0385,216.33,2.32336,Magnin_2025,positive
-69.78333,-21.94528,125.0,1.35,Magnin_2025,positive
-75.35,-13.92917,100.0,0.456,Magnin_2025,positive
-141.32,63.52,114.4,,Magnin_2025,positive
-76.08444,-11.47972,7.1,0.014148,Magnin_2025,positive
-160.6753,55.6298,6.0,0.5557681800000001,Magnin_2025,positive
-120.39782,50.64361,204.0,,Magnin_2025,positive
50.2635,34.7245,14.18,,Magnin_2025,positive
51.567,33.783,14.18,,Magnin_2025,positive
45.9371,39.0976,26.78,0.01083,Magnin_2025,positive
46.35,38.7667,19.62,,Magnin_2025,positive
-130.29362,57.7608,205.0,,Magnin_2025,positive
99.8906,28.1763,216.93,,Magnin_2025,positive
112.292,33.1599,147.0,0.5,Magnin_2025,positive
83.0267,44.1439,290.0,,Magnin_2025,positive
97.8333,48.95,290.0,,Magnin_2025,positive
-143.8916,64.2262,101.2,,Magnin_2025,positive
-68.8,-21.0,35.0,19.24167,Magnin_2025,positive
-70.46667,-37.4325,44.0,,Magnin_2025,positive
-75.7475,5.76389,7.47,3.620224,Magnin_2025,positive
-71.30667,-14.98,38.0,2.0400000000000005,Magnin_2025,positive
-68.96667,-19.86667,38.18,,Magnin_2025,positive
-70.61583,-17.10806,54.5,13.13438,Magnin_2025,positive
-68.95486,-22.4081,38.0,,Magnin_2025,positive
91.59382,29.62513,15.99,8.001,Magnin_2025,positive
82.4667,43.68,290.0,,Magnin_2025,positive
56.9635,29.2542,3.96,,Magnin_2025,positive
149.689,-33.8422,436.0,0.92178,Magnin_2025,positive
-68.88,-22.23,32.7,30.62448,Magnin_2025,positive
22.89982,42.84305,83.25,,Magnin_2025,positive
58.7991,28.2504,29.7,0.063,Magnin_2025,positive
-120.46502,50.63611,204.0,0.1618848,Magnin_2025,positive
52.0917,33.2667,11.52,,Magnin_2025,positive
-120.95752,50.36639,206.3,,Magnin_2025,positive
-120.46557,49.56139,219.15,,Magnin_2025,positive
-110.98306,33.16361,60.0,3.197729,Magnin_2025,positive
-121.08892,51.31331,182.4,,Magnin_2025,positive
57.6667,28.95,8.48,,Magnin_2025,positive
-120.54532,49.28531,201.6,,Magnin_2025,positive
20.07777,47.93927,27.8,4.62,Magnin_2025,positive
-129.80532,57.6997,203.8,5.881183999999999,Magnin_2025,positive
-127.97222,50.71061,171.5,0.0875,Magnin_2025,positive
-111.21611,33.03611,65.0,0.4535,Magnin_2025,positive
-118.43333,38.61667,105.0,,Magnin_2025,positive
-104.40278,29.805,60.2,0.10738874,Magnin_2025,positive
-110.72,31.49,60.0,3.591,Magnin_2025,positive
-121.48418,52.46389,196.0,,Magnin_2025,positive
62.07889,29.12278,11.82,24.0394,Magnin_2025,positive
-70.3,-28.5,63.0,8.246123,Magnin_2025,positive
-111.05174,33.2929,62.5,26.6666,Magnin_2025,positive
-157.084,57.255,16.95,,Magnin_2025,positive
-120.71082,50.33831,69.0,0.0796671,Magnin_2025,positive
-138.50752,61.8475,44.52,,Magnin_2025,positive
85.9709,31.0537,87.69,,Magnin_2025,positive
97.05367,32.1855,42.0,,Magnin_2025,positive
-70.33,-31.25,9.2,0.5219999999999999,Magnin_2025,positive
-79.30833,-4.94444,11.3,7.167179999999999,Magnin_2025,positive
-69.97,-32.57,8.5,,Magnin_2025,positive
-69.23333,-25.21667,292.0,,Magnin_2025,positive
-77.56667,8.63333,49.0,,Magnin_2025,positive
-79.58333,-4.2,14.0,,Magnin_2025,positive
-66.67971,18.18761,41.0,1.5914,Magnin_2025,positive
-120.47812,49.63061,96.7,,Magnin_2025,positive
150.73973,-24.04083,235.0,,Magnin_2025,positive
-127.46282,50.59691,154.0,,Magnin_2025,positive
-141.798,63.01,67.0,,Magnin_2025,positive
-109.78159,43.99578,44.95,,Magnin_2025,positive
-100.83674,18.62009,57.5,,Magnin_2025,positive
-68.71,-20.96,33.3,27.962,Magnin_2025,positive
-110.76,31.83,58.4,3.1327899400000003,Magnin_2025,positive
147.4002,-34.3004,436.4,,Magnin_2025,positive
23.17735,46.30995,9.16,2.3705000000000003,Magnin_2025,positive
-84.4239,13.92809,61.0,0.0576055799999999,Magnin_2025,positive
-157.05,64.13333,74.8,0.11,Magnin_2025,positive
22.9,46.16667,11.5,0.6879930000000001,Magnin_2025,positive
-123.41672,51.07831,77.2,,Magnin_2025,positive
-117.5,38.33333,207.0,,Magnin_2025,positive
144.54892,-17.1292,285.0,0.04,Magnin_2025,positive
-120.53252,49.73421,219.15,,Magnin_2025,positive
-127.39002,50.58811,174.0,,Magnin_2025,positive
38.5913,39.4007,51.9,,Magnin_2025,positive
-111.81611,32.95472,64.5,2.58506,Magnin_2025,positive
-109.62826,32.94635,52.5,32.0166,Magnin_2025,positive
61.615,29.2506,22.4,1.501,Magnin_2025,positive
102.1333,48.6833,290.0,,Magnin_2025,positive
99.7906,35.3101,223.4,1.4464,Magnin_2025,positive
124.4,6.56667,19.5,,Magnin_2025,positive
58.43519,53.57317,347.0,3.2,Magnin_2025,positive
41.3333,40.8333,64.5,,Magnin_2025,positive
-70.33333,45.6,443.0,,Magnin_2025,positive
62.2394,29.1135,8.48,,Magnin_2025,positive
122.727,13.886,12.81,,Magnin_2025,positive
27.776,39.9106,28.47,,Magnin_2025,positive
-109.60111,28.60083,57.4,0.1058499999999999,Magnin_2025,positive
120.6225,16.26306,1.5,0.2075346,Magnin_2025,positive
-78.41667,-3.65,157.4,3.9728,Magnin_2025,positive
-101.11105,19.14373,57.5,,Magnin_2025,positive
-101.95188,18.99552,32.5,0.05,Magnin_2025,positive
-109.71492,28.60454,57.5,,Magnin_2025,positive
-69.43333,-32.25,260.0,0.93330276,Magnin_2025,positive
-107.03,25.56444,59.1,,Magnin_2025,positive
-110.67778,32.69972,61.0,3.60995775,Magnin_2025,positive
-75.71361,7.75083,74.6,0.51435,Magnin_2025,positive
-70.99167,-15.625,12.81,,Magnin_2025,positive
-111.08037,32.02773,58.0,1.1232,Magnin_2025,positive
94.7555,42.3583,278.0,,Magnin_2025,positive
113.3506,49.1342,290.0,,Magnin_2025,positive
120.65556,16.49028,9.47,0.9867,Magnin_2025,positive
-108.23386,26.71719,57.2,1.37,Magnin_2025,positive
58.8917,32.3583,39.52,,Magnin_2025,positive
55.8721,29.9503,13.29,8.920399999999999,Magnin_2025,positive
55.817,29.935,15.14,0.0736,Magnin_2025,positive
55.138,30.4511,13.3,,Magnin_2025,positive
100.6022,45.763,327.0,,Magnin_2025,positive
29.4613,39.9069,50.0,0.20210232,Magnin_2025,positive
40.7228,40.6953,83.25,,Magnin_2025,positive
55.81,29.94,15.14,0.064,Magnin_2025,positive
47.3667,38.3,19.62,,Magnin_2025,positive
21.71667,44.86667,65.0,0.09,Magnin_2025,positive
119.48,-3.158,10.7,,Magnin_2025,positive
-107.71906,26.98778,51.6,,Magnin_2025,positive
126.046,8.137,12.81,,Magnin_2025,positive
-122.27332,52.46811,215.0,0.16708876,Magnin_2025,positive
85.9564,47.2459,335.0,,Magnin_2025,positive
29.1075,38.4416,14.49,,Magnin_2025,positive
-130.99032,57.3642,222.0,4.565508299999999,Magnin_2025,positive
47.5819,35.07,83.25,,Magnin_2025,positive
-143.801,64.2075,107.4,,Magnin_2025,positive
-127.09412,53.65379,82.0,,Magnin_2025,positive
98.57984,30.17559,39.4,,Magnin_2025,positive
18.899,48.425,14.18,0.1024,Magnin_2025,positive
51.017,36.075,20.6,,Magnin_2025,positive
38.6101,40.02898,40.8,,Magnin_2025,positive
54.9833,30.4833,19.62,,Magnin_2025,positive
55.9121,29.9737,8.48,,Magnin_2025,positive
-118.075,38.49194,105.0,0.7314,Magnin_2025,positive
59.0249,32.3584,37.26,,Magnin_2025,positive
106.1483,42.7106,290.0,,Magnin_2025,positive
62.0833,27.9833,28.47,,Magnin_2025,positive
61.85,33.85,38.5,,Magnin_2025,positive
117.883,51.283,152.5,2.86,Magnin_2025,positive
139.91171,51.4501,78.25,,Magnin_2025,positive
104.2167,48.775,290.0,,Magnin_2025,positive
95.51667,23.70833,44.95,,Magnin_2025,positive
103.7639,49.1909,290.0,,Magnin_2025,positive
105.614,49.6075,290.0,,Magnin_2025,positive
51.1667,33.8667,19.62,,Magnin_2025,positive
105.6305,49.5622,290.0,,Magnin_2025,positive
104.95,49.7667,290.0,,Magnin_2025,positive
117.267,31.1833,123.6,0.196,Magnin_2025,positive
-112.35407,34.03819,70.34,0.64,Magnin_2025,positive
59.0276,32.4721,39.31,,Magnin_2025,positive
88.9311,31.4006,116.0,,Magnin_2025,positive
47.5833,37.3833,20.6,,Magnin_2025,positive
46.4728,39.0962,143.5,,Magnin_2025,positive
47.125,38.5,19.62,,Magnin_2025,positive
92.1222,49.3481,290.0,,Magnin_2025,positive
48.8277,36.8419,28.47,,Magnin_2025,positive
165.58333,63.63333,14.18,,Magnin_2025,positive
98.3602,44.1808,290.0,,Magnin_2025,positive
174.33919,68.70003,85.0,,Magnin_2025,positive
4.32806,46.01833,290.0,,Magnin_2025,positive
-69.33889,-22.88056,63.5,7.09191272,Magnin_2025,positive
97.894,3.396,10.0,,Magnin_2025,positive
8.85,39.32,19.62,,Magnin_2025,positive
27.93543,42.04122,83.25,,Magnin_2025,positive
-111.52488,32.40362,64.1,1.06975,Magnin_2025,positive
150.033,-5.733,22.0,0.72,Magnin_2025,positive
122.45562,9.81832,30.2,3.7929,Magnin_2025,positive
139.169,49.231,78.25,,Magnin_2025,positive
38.005,40.4008,49.95,,Magnin_2025,positive
101.206,-1.952,3.96,,Magnin_2025,positive
-84.7808,13.71756,61.0,,Magnin_2025,positive
40.7224,40.6562,83.25,,Magnin_2025,positive
-120.39422,49.82171,200.0,,Magnin_2025,positive
-124.52832,55.20001,186.9,,Magnin_2025,positive
23.70361,40.47222,19.9,1.988,Magnin_2025,positive
124.96,10.52,12.81,,Magnin_2025,positive
29.0895,40.0673,28.47,,Magnin_2025,positive
73.99084,46.4132,310.0,,Magnin_2025,positive
47.2793,38.1924,19.5,,Magnin_2025,positive
99.9615,28.1437,221.0,,Magnin_2025,positive
83.8413,43.5597,290.0,,Magnin_2025,positive
21.96221,44.76501,65.0,,Magnin_2025,positive
61.9172,29.2439,16.9,,Magnin_2025,positive
90.1986,54.0107,397.0,0.3961,Magnin_2025,positive
58.35,32.2167,165.0,,Magnin_2025,positive
114.7997,48.0948,290.0,,Magnin_2025,positive
83.5,32.86667,118.45,2.9095000000000004,Magnin_2025,positive
-112.125,39.85806,36.0,1.1880000000000002,Magnin_2025,positive
25.314,41.739,32.82,,Magnin_2025,positive
-69.30278,-22.83944,57.0,12.160258,Magnin_2025,positive
157.53333,54.7,14.18,,Magnin_2025,positive
-124.52252,55.23361,186.9,,Magnin_2025,positive
25.786,41.056,19.62,,Magnin_2025,positive
-117.36363,49.44862,182.4,,Magnin_2025,positive
141.21667,-5.01667,3.9,0.65125,Magnin_2025,positive
-109.02187,32.18345,57.5,,Magnin_2025,positive
-109.63045,44.01933,28.0,0.206388,Magnin_2025,positive
-114.37017,33.64135,57.5,0.020142,Magnin_2025,positive
150.46152,-23.60545,244.45,0.2,Magnin_2025,positive
-109.80208,28.39938,57.0,0.37496,Magnin_2025,positive
127.40596,-0.46965,12.81,,Magnin_2025,positive
27.50634,41.93828,77.64,0.0327999999999999,Magnin_2025,positive
-82.976,9.363,14.18,,Magnin_2025,positive
125.25,11.81667,10.0,0.1982499999999999,Magnin_2025,positive
-117.95,38.78,81.0,0.07623,Magnin_2025,positive
-130.2678,56.50445,196.0,1.55092,Magnin_2025,positive
132.36139,51.20111,78.25,,Magnin_2025,positive
25.39389,46.61083,8.0,,Magnin_2025,positive
148.48857,-37.51922,406.25,,Magnin_2025,positive
46.7028,38.6948,22.3,21.0,Magnin_2025,positive
-109.75294,44.62471,44.95,,Magnin_2025,positive
-121.50361,48.00861,28.0,0.20547109,Magnin_2025,positive
-127.17972,54.49139,72.0,,Magnin_2025,positive
91.0157,36.763,238.0,,Magnin_2025,positive
-111.01914,33.3273,60.0,5.438664,Magnin_2025,positive
125.445,9.612,12.81,,Magnin_2025,positive
160.08,-9.69,1.54,,Magnin_2025,positive
-78.463,-3.761,154.9,,Magnin_2025,positive
-113.84117,34.16878,57.5,,Magnin_2025,positive
55.4237,30.2137,14.18,,Magnin_2025,positive
55.4093,30.287,14.18,,Magnin_2025,positive
-127.18082,53.85031,48.0,,Magnin_2025,positive
-67.78333,-24.56667,29.0,12.93034,Magnin_2025,positive
97.25,48.9667,290.0,,Magnin_2025,positive
126.194,7.034,12.81,,Magnin_2025,positive
-107.75442,27.0134,33.95,0.009,Magnin_2025,positive
120.4625,51.46875,200.0,,Magnin_2025,positive
-125.24612,55.70361,177.4,,Magnin_2025,positive
56.2917,29.5917,24.7,0.0676,Magnin_2025,positive
123.8333,54.0833,290.0,,Magnin_2025,positive
22.15,46.26667,8.2,0.525,Magnin_2025,positive
-125.50392,55.97201,179.0,0.0396,Magnin_2025,positive
123.066,8.388,14.18,,Magnin_2025,positive
-70.3305,-30.8647,15.8,1.872624,Magnin_2025,positive
126.06,8.49,12.81,,Magnin_2025,positive
-107.3516,25.66844,53.95,1.867542,Magnin_2025,positive
125.05,6.46667,4.25,15.2586,Magnin_2025,positive
-66.79069,18.25739,44.5,0.8064,Magnin_2025,positive
93.06741,29.91047,19.88,,Magnin_2025,positive
95.95,5.0333,9.01,0.9,Magnin_2025,positive
62.1017,29.1122,23.75,1.284,Magnin_2025,positive
103.126,-4.474,13.8,,Magnin_2025,positive
58.607,35.385,19.62,,Magnin_2025,positive
-78.66944,-6.72528,13.4,1.0780344,Magnin_2025,positive
123.21,0.5166,3.7,0.2322,Magnin_2025,positive
122.0,13.43333,20.8,0.9204,Magnin_2025,positive
125.46917,9.46247,12.81,,Magnin_2025,positive
125.457,9.515,12.81,,Magnin_2025,positive
104.4333,46.8167,290.0,,Magnin_2025,positive
-123.85722,51.26691,83.25,,Magnin_2025,positive
-123.40002,51.10441,85.9,0.0795,Magnin_2025,positive
41.4125,40.9312,83.25,,Magnin_2025,positive
-141.32361,63.52083,71.5,0.187825,Magnin_2025,positive
120.84205,16.38726,3.6,0.9,Magnin_2025,positive
121.21082,13.76439,7.32,2.10056,Magnin_2025,positive
44.8457,41.118,145.8,1.6532784,Magnin_2025,positive
-79.13333,-1.56667,19.2,,Magnin_2025,positive
105.2333,49.5333,290.0,,Magnin_2025,positive
113.4,49.05,290.0,,Magnin_2025,positive
147.46855,-34.32782,436.4,0.8370000000000001,Magnin_2025,positive
112.119,45.2501,290.0,,Magnin_2025,positive
27.1069,39.63,25.25,0.079048,Magnin_2025,positive
-72.7,19.51667,66.0,,Magnin_2025,positive
-120.56722,49.83691,200.0,,Magnin_2025,positive
175.55722,-37.09583,11.2,,Magnin_2025,positive
-107.67041,38.0406,57.5,,Magnin_2025,positive
126.0397,7.3978,12.81,,Magnin_2025,positive
-126.3378,54.75001,78.3,,Magnin_2025,positive
142.6124,-37.6078,500.6,0.1124,Magnin_2025,positive
-100.48364,19.21736,131.0,3.0,Magnin_2025,positive
126.95028,42.54222,120.8,,Magnin_2025,positive
83.517,32.883,120.1,11.0717,Magnin_2025,positive
-121.24922,51.93701,219.15,,Magnin_2025,positive
-125.32252,55.83081,177.4,,Magnin_2025,positive
-106.47345,39.29515,36.0,,Magnin_2025,positive
22.23333,45.56667,65.0,,Magnin_2025,positive
63.7436,29.1114,23.84,,Magnin_2025,positive
90.04799,29.59393,15.9,,Magnin_2025,positive
-75.09306,-13.68611,100.0,,Magnin_2025,positive
-71.31333,-14.90833,41.9,1.03863,Magnin_2025,positive
146.69196,-19.99371,395.0,,Magnin_2025,positive
127.677,1.137,3.96,,Magnin_2025,positive
105.3,49.7333,290.0,,Magnin_2025,positive
-68.95,-22.41667,37.8,11.985,Magnin_2025,positive
-92.33076,15.31977,5.75,,Magnin_2025,positive
123.4,0.3452,2.6,1.92288,Magnin_2025,positive
-106.3702,38.5667,44.95,1.9038,Magnin_2025,positive
103.03607,22.79955,34.4,,Magnin_2025,positive
117.72444,29.01361,171.6,5.199978000000001,Magnin_2025,positive
114.839,29.9987,143.8,0.423,Magnin_2025,positive
125.768,50.1166,473.0,0.32676,Magnin_2025,positive
29.4653,39.8897,46.74,0.204,Magnin_2025,positive
-70.61389,-17.245,57.1,17.571099750000002,Magnin_2025,positive
-76.13333,-11.6,7.4,9.69096,Magnin_2025,positive
146.77861,-20.42472,285.0,,Magnin_2025,positive
-126.31224,55.41223,49.0,,Magnin_2025,positive
-72.87278,-14.49639,29.34,4.96272,Magnin_2025,positive
-149.2943,62.8777,49.95,,Magnin_2025,positive
23.13901,46.13998,12.6,,Magnin_2025,positive
-142.5104,63.3702,57.5,,Magnin_2025,positive
-127.36833,53.545,77.69,,Magnin_2025,positive
103.8978,49.0817,290.0,,Magnin_2025,positive
104.593,48.596,290.0,,Magnin_2025,positive
102.8991,45.8948,290.0,,Magnin_2025,positive
24.33917,42.35528,90.0,0.03102,Magnin_2025,positive
100.1694,45.95,290.0,,Magnin_2025,positive
104.3667,45.8167,290.0,,Magnin_2025,positive
105.7,49.1333,290.0,,Magnin_2025,positive
29.617,39.923,49.18,,Magnin_2025,positive
114.017,-8.583,4.303,9.71,Magnin_2025,positive
-86.906,14.928,61.0,,Magnin_2025,positive
-97.84979,19.70017,17.8,,Magnin_2025,positive
157.66667,54.28333,14.9,,Magnin_2025,positive
-79.25,-4.25,147.0,,Magnin_2025,positive
-72.15,-46.03333,100.0,,Magnin_2025,positive
30.7812,39.6793,67.0,,Magnin_2025,positive
-120.60942,50.19311,187.7,,Magnin_2025,positive
104.7667,46.7167,290.0,,Magnin_2025,positive
-109.82401,31.77392,57.5,,Magnin_2025,positive
-134.82252,61.2903,219.15,,Magnin_2025,positive
177.599,-17.696,3.96,,Magnin_2025,positive
92.5576,42.1038,324.5,4.113474,Magnin_2025,positive
-111.03528,31.89278,54.7,0.55341,Magnin_2025,positive
-110.46194,31.76806,74.0,0.081284,Magnin_2025,positive
162.98,59.48,14.18,,Magnin_2025,positive
-108.37229,32.64401,55.0,3.24035,Magnin_2025,positive
150.942,-5.611,23.5,,Magnin_2025,positive
138.7646,50.75573,78.25,,Magnin_2025,positive
-126.81252,50.03171,38.0,,Magnin_2025,positive
-68.63722,-20.99278,35.2,9.2158,Magnin_2025,positive
102.9799,48.2012,290.0,,Magnin_2025,positive
104.1268,46.8574,214.0,,Magnin_2025,positive
102.8667,48.2167,290.0,,Magnin_2025,positive
106.9066,43.1244,361.4,,Magnin_2025,positive
112.852,44.815,134.1,,Magnin_2025,positive
89.1167,49.6167,290.0,,Magnin_2025,positive
122.5,9.83056,24.94,,Magnin_2025,positive
102.7667,48.7,290.0,,Magnin_2025,positive
104.8669,46.7379,290.0,,Magnin_2025,positive
104.7542,46.7292,290.0,,Magnin_2025,positive
-148.814,67.6804,388.0,,Magnin_2025,positive
-136.341,58.983,35.5,,Magnin_2025,positive
-155.8346,66.1809,81.9,,Magnin_2025,positive
-142.8361,62.1803,109.5,,Magnin_2025,positive
-141.2527,62.0786,111.0,,Magnin_2025,positive
-160.633,55.254,14.6,,Magnin_2025,positive
126.03327,7.37496,12.81,,Magnin_2025,positive
113.4793,49.233,290.0,,Magnin_2025,positive
125.87,8.439,12.81,,Magnin_2025,positive
105.4167,49.4167,290.0,,Magnin_2025,positive
39.1188,38.3667,83.25,,Magnin_2025,positive
28.06963,41.6955,83.25,,Magnin_2025,positive
22.8668,46.1137,12.81,,Magnin_2025,positive
22.27747,45.71039,74.68,,Magnin_2025,positive
22.86405,46.08367,11.35,0.25,Magnin_2025,positive
22.99502,46.14889,15.0,,Magnin_2025,positive
-69.86656,-29.13005,9.95,7.065,Magnin_2025,positive
62.15242,52.94492,310.0,0.3452599999999999,Magnin_2025,positive
22.975,41.145,17.5,0.045,Magnin_2025,positive
158.833,63.55,80.0,,Magnin_2025,positive
-124.88862,55.20171,186.9,,Magnin_2025,positive
147.99828,-32.92127,439.2,,Magnin_2025,positive
-110.77127,31.46157,57.5,,Magnin_2025,positive
-149.33333,67.63333,390.0,,Magnin_2025,positive
164.38333,66.11667,83.25,,Magnin_2025,positive
-121.01972,50.46171,206.3,,Magnin_2025,positive
-69.88333,-29.83194,13.5,,Magnin_2025,positive
152.31785,59.06072,0.7,,Magnin_2025,positive
-120.51192,49.34061,201.6,0.0054809999999999,Magnin_2025,positive
-70.23333,-32.88333,11.2,4.792199999999999,Magnin_2025,positive
24.21382,42.353,87.24,0.1955,Magnin_2025,positive
22.96667,46.06111,11.6,,Magnin_2025,positive
-120.50082,49.33971,201.6,,Magnin_2025,positive
59.8,54.63333,381.0,,Magnin_2025,positive
18.78,48.43,14.5,0.144,Magnin_2025,positive
18.886,48.443,15.0,0.2244,Magnin_2025,positive
125.91679,7.36702,12.81,,Magnin_2025,positive
148.81505,-21.80807,122.75,,Magnin_2025,positive
178.187,-18.056,6.3,0.1725,Magnin_2025,positive
146.283,-6.75,12.0,0.135,Magnin_2025,positive
100.18736,26.16251,29.0,,Magnin_2025,positive
-78.6,-3.78333,154.0,0.8472035,Magnin_2025,positive
-158.41,56.15,6.5,,Magnin_2025,positive
